date,sku_id,units_sold,revenue,unit_price,promo_flag,customer_id,order_id,sales_channel,region,discount_pct,ad_spend,page_views,return_units,stockout_flag
2024-06-24,SKU0001,6,7331.0,1221.83,True,CUST01758,ORD100023,Website,Central,0.271,565.0,158,0,False
2024-06-25,SKU0001,7,10723.3,1531.9,True,CUST00655,ORD100024,Marketplace,West,0.086,561.5,157,0,False
2024-06-26,SKU0001,8,11249.58,1406.2,True,CUST00035,ORD100025,Website,North,0.161,572.0,160,0,False
2024-06-28,SKU0001,9,12354.09,1372.68,True,CUST01054,ORD100026,Website,West,0.181,705.0,198,1,False
2024-06-29,SKU0001,7,10993.15,1570.45,True,CUST00822,ORD100027,Website,North,0.063,659.5,185,0,False
2024-06-30,SKU0001,7,9984.17,1426.31,True,CUST02315,ORD100028,Website,East,0.149,617.5,173,0,False
2024-07-01,SKU0001,6,8698.65,1449.77,True,CUST02327,ORD100029,Marketplace,West,0.135,579.0,162,1,False
2024-07-02,SKU0001,8,12161.35,1520.17,True,CUST00235,ORD100030,Marketplace,East,0.093,621.0,174,1,False
2024-07-03,SKU0001,7,10570.78,1510.11,True,CUST00137,ORD100031,Marketplace,East,0.099,705.0,198,0,False
2024-07-04,SKU0001,5,6377.33,1275.47,True,CUST02105,ORD100032,Marketplace,North,0.239,547.5,153,0,False
2024-07-05,SKU0001,14,21282.36,1520.17,True,CUST02244,ORD100033,Website,West,0.093,894.0,252,1,False
2024-07-06,SKU0001,6,7904.2,1317.37,True,CUST01992,ORD100034,Mobile App,West,0.214,516.0,144,0,False
2024-07-07,SKU0001,7,9714.33,1387.76,True,CUST02010,ORD100035,Website,South,0.172,603.5,169,0,False
2024-07-08,SKU0001,5,7693.02,1538.6,True,CUST01949,ORD100036,Marketplace,East,0.082,470.5,131,1,False
2024-07-09,SKU0001,8,10793.7,1349.21,True,CUST01551,ORD100037,Website,East,0.195,649.0,182,0,False
2024-07-10,SKU0001,8,11785.91,1473.24,True,CUST02056,ORD100038,Marketplace,North,0.121,621.0,174,0,False
2024-07-11,SKU0001,10,15587.17,1558.72,True,CUST01605,ORD100039,Mobile App,North,0.07,764.5,215,0,False
2024-07-12,SKU0001,0,0.0,1411.23,True,CUST01156,ORD100040,Website,South,0.158,309.5,85,0,False
2024-07-13,SKU0001,11,16869.34,1533.58,True,CUST01802,ORD100041,Social Commerce,North,0.085,701.5,197,0,False
2024-07-14,SKU0001,14,18842.04,1345.86,True,CUST02385,ORD100042,Website,West,0.197,897.5,253,0,False
2024-07-15,SKU0001,4,5054.94,1263.73,True,CUST02216,ORD100043,Website,East,0.246,442.5,123,0,False
2024-07-16,SKU0001,8,12255.2,1531.9,True,CUST01397,ORD100044,Social Commerce,North,0.086,617.5,173,0,False
2024-07-17,SKU0001,4,5906.36,1476.59,True,CUST01253,ORD100045,Marketplace,West,0.119,460.0,128,0,False
2024-07-18,SKU0001,4,5638.2,1409.55,True,CUST01946,ORD100046,Website,Central,0.159,540.5,151,0,False
2024-07-19,SKU0001,8,9801.48,1225.19,True,CUST01687,ORD100047,Mobile App,North,0.269,596.5,167,0,False
2024-07-20,SKU0001,6,8376.85,1396.14,True,CUST01752,ORD100048,Marketplace,Central,0.167,540.5,151,1,False
2024-07-22,SKU0001,10,14631.83,1463.18,True,CUST01301,ORD100049,Website,West,0.127,638.5,179,0,False
2024-07-23,SKU0001,4,5423.67,1355.92,True,CUST01253,ORD100050,Website,North,0.191,484.5,135,0,False
2024-07-24,SKU0001,5,7299.15,1459.83,True,CUST01770,ORD100051,Marketplace,South,0.129,526.5,147,0,False
2024-07-25,SKU0001,3,4605.76,1535.25,True,CUST00102,ORD100052,Social Commerce,West,0.084,439.0,122,1,False
2024-07-26,SKU0001,6,8386.9,1397.82,True,CUST00545,ORD100053,Website,West,0.166,544.0,152,1,False
2024-07-27,SKU0001,6,8648.37,1441.39,True,CUST00448,ORD100054,Website,West,0.14,624.5,175,1,False
2024-07-28,SKU0001,8,11209.36,1401.17,True,CUST01079,ORD100055,Website,Central,0.164,656.0,184,0,False
2024-07-29,SKU0001,2,2980.0,1490.0,True,CUST01472,ORD100056,Website,West,0.111,383.0,106,0,False
2024-07-30,SKU0001,6,9342.25,1557.04,True,CUST01835,ORD100057,Mobile App,West,0.071,540.5,151,0,False
2024-07-31,SKU0001,6,7250.55,1208.42,True,CUST00741,ORD100058,Website,North,0.279,537.0,150,0,False
2024-08-01,SKU0001,7,9995.9,1427.99,True,CUST02317,ORD100059,Social Commerce,East,0.148,593.0,166,0,False
2024-08-02,SKU0001,6,7310.89,1218.48,True,CUST00617,ORD100060,Mobile App,West,0.273,603.5,169,0,False
2024-08-03,SKU0001,8,11155.72,1394.47,True,CUST02211,ORD100061,Website,Central,0.168,684.0,192,0,False
2024-08-04,SKU0001,6,7361.17,1226.86,True,CUST00211,ORD100062,Website,Central,0.268,568.5,159,0,False
2024-08-06,SKU0001,10,15168.16,1516.82,True,CUST00073,ORD100063,Mobile App,North,0.095,694.5,195,0,False
2024-08-07,SKU0001,10,13140.15,1314.02,True,CUST00304,ORD100064,Mobile App,East,0.216,761.0,214,0,False
2024-08-08,SKU0001,6,10056.24,1676.04,False,CUST02094,ORD100065,Website,North,0.0,140.21,134,0,False
2024-08-09,SKU0001,5,8380.2,1676.04,False,CUST01047,ORD100066,Website,West,0.0,96.69,89,0,False
2024-08-10,SKU0001,3,5028.12,1676.04,False,CUST00737,ORD100067,Marketplace,South,0.0,74.96,78,0,False
2024-08-13,SKU0001,4,6704.16,1676.04,False,CUST00333,ORD100068,Website,North,0.0,86.9,105,1,False
2024-08-14,SKU0001,3,5028.12,1676.04,False,CUST00235,ORD100069,Website,West,0.0,105.84,81,0,False
2024-08-15,SKU0001,5,6494.66,1298.93,True,CUST00571,ORD100070,Marketplace,East,0.225,386.5,107,0,False
2024-08-16,SKU0001,5,8380.2,1676.04,False,CUST02345,ORD100071,Website,Central,0.0,66.59,101,0,False
2024-08-17,SKU0001,5,8380.2,1676.04,False,CUST01267,ORD100072,Website,South,0.0,142.55,108,0,False
2024-08-18,SKU0001,6,10056.24,1676.04,False,CUST01817,ORD100073,Marketplace,South,0.0,110.55,113,0,False
2024-08-19,SKU0001,5,8380.2,1676.04,False,CUST01405,ORD100074,Mobile App,East,0.0,124.36,105,0,False
2024-08-20,SKU0001,0,0.0,1676.04,False,CUST00917,ORD100075,Website,West,0.0,37.08,37,0,False
2024-08-21,SKU0001,5,8380.2,1676.04,False,CUST01213,ORD100076,Mobile App,North,0.0,129.74,114,0,False
2024-08-22,SKU0001,6,7974.6,1329.1,True,CUST00762,ORD100077,Website,West,0.207,407.5,113,0,False
2024-08-23,SKU0001,3,5028.12,1676.04,False,CUST02008,ORD100078,Marketplace,South,0.0,113.35,92,0,False
2024-08-24,SKU0001,4,4894.04,1223.51,True,CUST00112,ORD100079,Website,West,0.27,358.5,99,0,False
2024-08-25,SKU0001,6,10056.24,1676.04,False,CUST02328,ORD100080,Website,West,0.0,128.55,117,0,False
2024-08-26,SKU0001,2,3352.08,1676.04,False,CUST01923,ORD100081,Website,Central,0.0,93.4,76,0,False
2024-08-28,SKU0001,5,8380.2,1676.04,False,CUST02062,ORD100082,Marketplace,North,0.0,152.97,97,0,False
2024-08-29,SKU0001,1,1676.04,1676.04,False,CUST01268,ORD100083,Mobile App,West,0.0,92.35,60,0,False
2024-08-30,SKU0001,8,13408.32,1676.04,False,CUST01183,ORD100084,Marketplace,Central,0.0,102.3,128,0,False
2024-08-31,SKU0001,5,8380.2,1676.04,False,CUST00815,ORD100085,Mobile App,South,0.0,87.57,102,0,False
2024-09-01,SKU0001,9,15084.36,1676.04,False,CUST01751,ORD100086,Mobile App,West,0.0,149.34,140,0,False
2024-09-02,SKU0001,7,11732.28,1676.04,False,CUST00208,ORD100087,Website,East,0.0,171.17,117,0,False
2024-09-03,SKU0001,8,13408.32,1676.04,False,CUST01399,ORD100088,Website,East,0.0,165.3,129,0,False
2024-09-04,SKU0001,6,10056.24,1676.04,False,CUST00970,ORD100089,Marketplace,North,0.0,134.23,124,0,False
2024-09-05,SKU0001,4,6704.16,1676.04,False,CUST00030,ORD100090,Website,North,0.0,85.47,102,1,False
2024-09-06,SKU0001,5,8380.2,1676.04,False,CUST00085,ORD100091,Mobile App,West,0.0,52.28,90,0,False
2024-09-07,SKU0001,9,15084.36,1676.04,False,CUST01738,ORD100092,Mobile App,Central,0.0,240.2,150,0,False
2024-09-09,SKU0001,9,15084.36,1676.04,False,CUST01462,ORD100093,Marketplace,West,0.0,241.36,150,0,False
2024-09-10,SKU0001,4,6704.16,1676.04,False,CUST00148,ORD100094,Marketplace,North,0.0,76.07,65,0,False
2024-09-11,SKU0001,6,10056.24,1676.04,False,CUST00486,ORD100095,Marketplace,South,0.0,122.28,119,0,False
2024-09-12,SKU0001,3,5028.12,1676.04,False,CUST01984,ORD100096,Website,East,0.0,85.01,71,0,False
2024-09-13,SKU0001,9,15084.36,1676.04,False,CUST02023,ORD100097,Marketplace,Central,0.0,134.89,137,0,False
2024-09-14,SKU0001,4,5410.26,1352.56,True,CUST00986,ORD100098,Marketplace,West,0.193,330.5,91,0,False
2024-09-15,SKU0001,4,4914.15,1228.54,True,CUST00299,ORD100099,Mobile App,West,0.267,390.0,108,1,False
2024-09-16,SKU0001,6,10056.24,1676.04,False,CUST00922,ORD100100,Mobile App,West,0.0,82.14,116,0,False
2024-09-17,SKU0001,2,3352.08,1676.04,False,CUST00822,ORD100101,Marketplace,West,0.0,82.75,69,0,False
2024-09-19,SKU0001,7,11732.28,1676.04,False,CUST01674,ORD100102,Marketplace,West,0.0,221.35,140,0,False
2024-09-20,SKU0001,4,6704.16,1676.04,False,CUST01633,ORD100103,Marketplace,Central,0.0,153.0,107,0,False
2024-09-21,SKU0001,3,5028.12,1676.04,False,CUST01705,ORD100104,Mobile App,West,0.0,96.11,79,0,False
2024-09-22,SKU0001,5,8380.2,1676.04,False,CUST01577,ORD100105,Website,West,0.0,58.56,92,0,False
2024-09-23,SKU0001,7,11732.28,1676.04,False,CUST01416,ORD100106,Website,West,0.0,124.22,118,0,False
2024-09-24,SKU0001,4,6704.16,1676.04,False,CUST01385,ORD100107,Website,Central,0.0,58.02,106,1,False
2024-09-25,SKU0001,8,13408.32,1676.04,False,CUST01526,ORD100108,Website,West,0.0,164.75,137,0,False
2024-09-26,SKU0001,5,8380.2,1676.04,False,CUST01295,ORD100109,Mobile App,Central,0.0,155.92,98,0,False
2024-09-27,SKU0001,4,6704.16,1676.04,False,CUST01737,ORD100110,Marketplace,Central,0.0,74.37,97,0,False
2024-09-28,SKU0001,5,8380.2,1676.04,False,CUST01706,ORD100111,Website,Central,0.0,137.59,108,0,False
2024-09-29,SKU0001,7,11732.28,1676.04,False,CUST01552,ORD100112,Website,South,0.0,119.65,116,0,False
2024-09-30,SKU0001,5,8380.2,1676.04,False,CUST00039,ORD100113,Website,Central,0.0,154.76,112,0,False
2024-10-01,SKU0001,7,10969.68,1567.1,True,CUST00729,ORD100114,Mobile App,West,0.065,589.5,165,0,False
2024-10-02,SKU0001,0,0.0,1213.45,True,CUST01148,ORD100115,Website,East,0.276,362.0,100,0,False
2024-10-03,SKU0001,3,4354.35,1451.45,True,CUST01628,ORD100116,Website,West,0.134,393.5,109,0,False
2024-10-04,SKU0001,12,18201.79,1516.82,True,CUST01505,ORD100117,Marketplace,East,0.095,649.0,182,0,False
2024-10-05,SKU0001,5,6821.48,1364.3,True,CUST00845,ORD100118,Marketplace,West,0.186,533.5,149,0,False
2024-10-06,SKU0001,7,9397.56,1342.51,True,CUST01889,ORD100119,Website,South,0.199,652.5,183,0,False
2024-10-07,SKU0001,10,14598.31,1459.83,True,CUST00720,ORD100120,Website,West,0.129,757.5,213,0,False
2024-10-08,SKU0001,12,18242.02,1520.17,True,CUST00073,ORD100121,Marketplace,West,0.093,670.0,188,0,False
2024-10-09,SKU0001,7,9972.44,1424.63,True,CUST01509,ORD100122,Website,South,0.15,733.0,206,3,False
2024-10-11,SKU0001,10,13190.43,1319.04,True,CUST00451,ORD100123,Mobile App,West,0.213,740.0,208,0,False
2024-10-13,SKU0001,11,15136.32,1376.03,True,CUST00817,ORD100124,Website,Central,0.179,747.0,210,1,False
2024-10-14,SKU0001,11,15578.79,1416.25,True,CUST00184,ORD100125,Marketplace,West,0.155,901.0,254,1,False
2024-10-15,SKU0001,9,11433.94,1270.44,True,CUST01661,ORD100126,Website,East,0.242,649.0,182,0,False
2024-10-16,SKU0001,6,7562.29,1260.38,True,CUST02377,ORD100127,Website,West,0.248,614.0,172,2,False
2024-10-17,SKU0001,4,5450.48,1362.62,True,CUST00790,ORD100128,Marketplace,West,0.187,449.5,125,0,False
2024-10-18,SKU0001,11,17367.13,1578.83,True,CUST00901,ORD100129,Marketplace,East,0.058,705.0,198,0,False
2024-10-19,SKU0001,13,16145.29,1241.95,True,CUST01327,ORD100130,Mobile App,North,0.259,890.5,251,1,False
2024-10-21,SKU0001,12,15365.93,1280.49,True,CUST02238,ORD100131,Mobile App,North,0.236,778.5,219,0,False
2024-10-22,SKU0001,3,4721.4,1573.8,True,CUST00369,ORD100132,Marketplace,Central,0.061,362.0,100,0,False
2024-10-23,SKU0001,9,13545.76,1505.08,True,CUST01253,ORD100133,Marketplace,Central,0.102,719.0,202,0,False
2024-10-24,SKU0001,8,12174.75,1521.84,True,CUST01707,ORD100134,Mobile App,East,0.092,600.0,168,1,False
2024-10-26,SKU0001,2,2798.99,1399.49,True,CUST01243,ORD100135,Mobile App,South,0.165,334.0,92,0,False
2024-10-27,SKU0001,9,11916.64,1324.07,True,CUST01477,ORD100136,Marketplace,North,0.21,589.5,165,0,False
2024-10-29,SKU0001,5,6503.04,1300.61,True,CUST01619,ORD100137,Website,West,0.224,439.0,122,0,False
2024-10-30,SKU0001,6,7451.67,1241.95,True,CUST02111,ORD100138,Mobile App,West,0.259,519.5,145,0,False
2024-10-31,SKU0001,5,6863.38,1372.68,True,CUST01646,ORD100139,Marketplace,West,0.181,575.5,161,0,False
2024-11-02,SKU0001,11,15081.01,1371.0,True,CUST00094,ORD100140,Mobile App,North,0.182,803.0,226,1,False
2024-11-03,SKU0001,13,16581.06,1275.47,True,CUST00269,ORD100141,Website,Central,0.239,852.0,240,0,False
2024-11-04,SKU0001,5,7366.2,1473.24,True,CUST01721,ORD100142,Website,East,0.121,551.0,154,1,False
2024-11-05,SKU0001,10,13944.65,1394.47,True,CUST01652,ORD100143,Social Commerce,West,0.168,834.5,235,1,False
2024-11-06,SKU0001,5,7290.77,1458.15,True,CUST02227,ORD100144,Website,West,0.13,470.5,131,0,True
2024-11-07,SKU0001,5,7617.6,1523.52,True,CUST02379,ORD100145,Website,South,0.091,449.5,125,0,False
2024-11-08,SKU0001,9,11418.86,1268.76,True,CUST01027,ORD100146,Marketplace,West,0.243,659.5,185,0,False
2024-11-09,SKU0001,11,14140.75,1285.52,True,CUST00348,ORD100147,Marketplace,West,0.233,726.0,204,0,False
2024-11-10,SKU0001,7,9878.58,1411.23,True,CUST01051,ORD100148,Website,West,0.158,547.5,153,0,False
2024-11-11,SKU0001,4,4900.74,1225.19,True,CUST01160,ORD100149,Marketplace,Central,0.269,449.5,125,1,False
2024-11-12,SKU0001,6,8115.39,1352.56,True,CUST01239,ORD100150,Marketplace,East,0.193,526.5,147,0,False
2024-11-13,SKU0001,8,11544.56,1443.07,True,CUST00229,ORD100151,Marketplace,South,0.139,656.0,184,0,False
2024-11-14,SKU0001,4,5584.57,1396.14,True,CUST02184,ORD100152,Website,Central,0.167,428.5,119,0,False
2024-11-15,SKU0001,9,13606.09,1511.79,True,CUST02377,ORD100153,Website,West,0.098,610.5,171,0,False
2024-11-16,SKU0001,4,5597.97,1399.49,True,CUST00658,ORD100154,Marketplace,South,0.165,460.0,128,0,False
2024-11-17,SKU0001,8,12469.74,1558.72,True,CUST01605,ORD100155,Marketplace,West,0.07,572.0,160,0,True
2024-11-18,SKU0001,5,7617.6,1523.52,True,CUST00229,ORD100156,Mobile App,West,0.091,495.0,138,0,False
2024-11-19,SKU0001,4,5497.41,1374.35,True,CUST01046,ORD100157,Marketplace,North,0.18,561.5,157,0,False
2024-11-20,SKU0001,8,9948.97,1243.62,True,CUST01565,ORD100158,Website,West,0.258,593.0,166,0,False
2024-11-21,SKU0001,12,17879.99,1490.0,True,CUST01770,ORD100159,Mobile App,West,0.111,733.0,206,0,False
2024-11-22,SKU0001,5,7206.97,1441.39,True,CUST01669,ORD100160,Website,South,0.14,519.5,145,0,False
2024-11-24,SKU0001,8,12067.49,1508.44,True,CUST02138,ORD100161,Marketplace,East,0.1,600.0,168,0,False
2024-11-25,SKU0001,13,19348.21,1488.32,True,CUST01850,ORD100162,Marketplace,East,0.112,845.0,238,0,True
2024-11-26,SKU0001,4,5276.17,1319.04,True,CUST02366,ORD100163,Marketplace,North,0.213,523.0,146,0,False
2024-11-27,SKU0001,1,1409.55,1409.55,True,CUST00600,ORD100164,Mobile App,North,0.159,323.5,89,0,False
2024-11-28,SKU0001,1,1345.86,1345.86,True,CUST00830,ORD100165,Social Commerce,South,0.197,344.5,95,1,False
2024-11-29,SKU0001,6,7471.79,1245.3,True,CUST01469,ORD100166,Mobile App,West,0.257,474.0,132,0,False
2024-11-30,SKU0001,4,5571.16,1392.79,True,CUST01634,ORD100167,Marketplace,West,0.169,502.0,140,0,False
2024-12-01,SKU0001,3,3967.19,1322.4,True,CUST00148,ORD100168,Website,West,0.211,463.5,129,1,True
2024-12-02,SKU0001,7,10559.05,1508.44,True,CUST01503,ORD100169,Mobile App,East,0.1,600.0,168,0,False
2024-12-03,SKU0001,6,8447.24,1407.87,True,CUST01573,ORD100170,Website,North,0.16,579.0,162,0,False
2024-12-04,SKU0001,13,15905.62,1223.51,True,CUST01411,ORD100171,Website,North,0.27,803.0,226,0,False
2024-12-05,SKU0001,5,6771.2,1354.24,True,CUST01681,ORD100172,Website,North,0.192,435.5,121,0,False
2024-12-06,SKU0001,6,8185.78,1364.3,True,CUST00559,ORD100173,Mobile App,West,0.186,575.5,161,1,False
2024-12-07,SKU0001,8,10820.51,1352.56,True,CUST00621,ORD100174,Website,West,0.193,509.0,142,0,False
2024-12-08,SKU0001,7,9761.26,1394.47,True,CUST01407,ORD100175,Mobile App,South,0.168,460.0,128,0,False
2024-12-09,SKU0001,3,5028.12,1676.04,False,CUST00125,ORD100176,Website,North,0.0,101.82,96,1,False
2024-12-10,SKU0001,2,3352.08,1676.04,False,CUST02302,ORD100177,Website,West,0.0,112.05,73,0,True
2024-12-11,SKU0001,5,8380.2,1676.04,False,CUST01253,ORD100178,Website,East,0.0,93.32,100,0,False
2024-12-12,SKU0001,3,5028.12,1676.04,False,CUST01816,ORD100179,Website,West,0.0,76.7,80,0,False
2024-12-14,SKU0001,2,3352.08,1676.04,False,CUST00393,ORD100180,Marketplace,South,0.0,91.46,62,0,False
2024-12-15,SKU0001,3,5028.12,1676.04,False,CUST01187,ORD100181,Marketplace,West,0.0,96.0,92,0,False
2024-12-16,SKU0001,5,8380.2,1676.04,False,CUST01175,ORD100182,Social Commerce,West,0.0,109.91,111,0,False
2024-12-17,SKU0001,4,6704.16,1676.04,False,CUST01018,ORD100183,Marketplace,South,0.0,74.71,93,0,False
2024-12-18,SKU0001,4,6704.16,1676.04,False,CUST02329,ORD100184,Website,North,0.0,146.77,90,0,False
2024-12-19,SKU0001,3,5028.12,1676.04,False,CUST02065,ORD100185,Mobile App,West,0.0,75.79,77,0,False
2024-12-20,SKU0001,3,5028.12,1676.04,False,CUST00451,ORD100186,Website,East,0.0,59.81,73,0,False
2024-12-21,SKU0001,7,11732.28,1676.04,False,CUST01686,ORD100187,Website,West,0.0,153.59,122,0,False
2024-12-22,SKU0001,5,6050.5,1210.1,True,CUST00340,ORD100188,Mobile App,West,0.278,397.0,110,0,False
2024-12-23,SKU0001,4,6704.16,1676.04,False,CUST01690,ORD100189,Mobile App,West,0.0,136.46,91,0,False
2024-12-24,SKU0001,2,3352.08,1676.04,False,CUST00875,ORD100190,Marketplace,Central,0.0,78.6,71,0,False
2024-12-25,SKU0001,5,8380.2,1676.04,False,CUST00881,ORD100191,Marketplace,West,0.0,150.06,97,0,False
2024-12-26,SKU0001,1,1676.04,1676.04,False,CUST01565,ORD100192,Website,West,0.0,55.27,51,0,False
2024-12-27,SKU0001,4,6704.16,1676.04,False,CUST00429,ORD100193,Website,North,0.0,83.26,92,0,False
2024-12-28,SKU0001,2,3352.08,1676.04,False,CUST00637,ORD100194,Marketplace,West,0.0,45.19,58,0,True
2024-12-29,SKU0001,7,11732.28,1676.04,False,CUST01082,ORD100195,Marketplace,Central,0.0,88.92,136,0,False
2024-12-30,SKU0001,2,3352.08,1676.04,False,CUST00374,ORD100196,Website,West,0.0,56.22,78,0,False
2024-12-31,SKU0001,1,1676.04,1676.04,False,CUST01858,ORD100197,Marketplace,West,0.0,56.47,53,0,False
2025-01-01,SKU0001,9,11811.05,1312.34,True,CUST01749,ORD100198,Website,East,0.217,582.5,163,0,False
2025-01-02,SKU0001,8,11973.63,1496.7,True,CUST00601,ORD100199,Marketplace,North,0.107,565.0,158,0,False
2025-01-03,SKU0001,7,10289.21,1469.89,True,CUST00623,ORD100200,Website,North,0.123,652.5,183,0,False
2025-01-04,SKU0001,5,6771.2,1354.24,True,CUST01990,ORD100201,Marketplace,West,0.192,575.5,161,1,False
2025-01-05,SKU0001,5,6687.4,1337.48,True,CUST01218,ORD100202,Marketplace,West,0.202,502.0,140,0,False
2025-01-06,SKU0001,11,13292.67,1208.42,True,CUST01361,ORD100203,Website,West,0.279,764.5,215,0,False
2025-01-08,SKU0001,5,8380.2,1676.04,False,CUST01049,ORD100204,Website,East,0.0,132.12,103,0,False
2025-01-09,SKU0001,2,3177.77,1588.89,True,CUST00285,ORD100205,Website,East,0.052,299.0,82,0,False
2025-01-10,SKU0001,3,5028.12,1676.04,False,CUST01575,ORD100206,Mobile App,West,0.0,69.03,81,0,False
2025-01-11,SKU0001,3,5028.12,1676.04,False,CUST01701,ORD100207,Marketplace,West,0.0,99.74,76,0,False
2025-01-12,SKU0001,3,5028.12,1676.04,False,CUST01247,ORD100208,Website,Central,0.0,59.11,89,0,False
2025-01-13,SKU0001,3,5028.12,1676.04,False,CUST01519,ORD100209,Website,Central,0.0,110.5,78,0,False
2025-01-14,SKU0001,4,6704.16,1676.04,False,CUST00693,ORD100210,Mobile App,South,0.0,77.37,86,0,False
2025-01-15,SKU0001,2,3352.08,1676.04,False,CUST00771,ORD100211,Website,East,0.0,52.2,66,0,False
2025-01-16,SKU0001,3,5028.12,1676.04,False,CUST01720,ORD100212,Marketplace,Central,0.0,120.42,81,0,False
2025-01-17,SKU0001,5,8380.2,1676.04,False,CUST00193,ORD100213,Marketplace,West,0.0,150.41,102,1,False
2025-01-18,SKU0001,3,5028.12,1676.04,False,CUST00867,ORD100214,Marketplace,North,0.0,72.43,81,0,False
2025-01-19,SKU0001,5,8380.2,1676.04,False,CUST00604,ORD100215,Website,East,0.0,71.27,95,0,False
2025-01-20,SKU0001,3,5028.12,1676.04,False,CUST00248,ORD100216,Website,West,0.0,103.09,81,0,False
2025-01-21,SKU0001,4,6704.16,1676.04,False,CUST01884,ORD100217,Marketplace,North,0.0,81.78,95,0,False
2025-01-22,SKU0001,6,10056.24,1676.04,False,CUST01169,ORD100218,Mobile App,West,0.0,104.7,86,0,False
2025-01-23,SKU0001,2,3352.08,1676.04,False,CUST01937,ORD100219,Marketplace,South,0.0,43.9,60,0,False
2025-01-25,SKU0001,4,6704.16,1676.04,False,CUST00542,ORD100220,Marketplace,West,0.0,142.49,88,0,False
2025-01-26,SKU0001,4,6704.16,1676.04,False,CUST01962,ORD100221,Mobile App,North,0.0,151.57,97,0,False
2025-01-28,SKU0001,4,6704.16,1676.04,False,CUST00990,ORD100222,Marketplace,South,0.0,145.54,106,0,False
2025-01-29,SKU0001,3,5028.12,1676.04,False,CUST00864,ORD100223,Marketplace,West,0.0,57.74,73,0,False
2025-01-30,SKU0001,8,12040.67,1505.08,True,CUST02099,ORD100224,Website,West,0.102,470.5,131,0,False
2025-01-31,SKU0001,5,8380.2,1676.04,False,CUST02117,ORD100225,Marketplace,South,0.0,144.51,107,0,False
2025-02-02,SKU0001,1,1676.04,1676.04,False,CUST00797,ORD100226,Marketplace,South,0.0,75.12,66,0,False
2025-02-03,SKU0001,5,8380.2,1676.04,False,CUST00890,ORD100227,Website,West,0.0,67.16,92,0,False
2025-02-04,SKU0001,1,1676.04,1676.04,False,CUST00409,ORD100228,Website,West,0.0,52.77,54,0,True
2025-02-05,SKU0001,2,3352.08,1676.04,False,CUST02340,ORD100229,Mobile App,North,0.0,43.97,57,0,False
2025-02-06,SKU0001,3,5028.12,1676.04,False,CUST01921,ORD100230,Marketplace,South,0.0,59.6,67,0,False
2025-02-07,SKU0001,1,1676.04,1676.04,False,CUST01409,ORD100231,Marketplace,North,0.0,60.83,41,0,False
