sku_id,week_start,units_sold,revenue,avg_unit_price,promo_days,avg_discount,ad_spend,page_views,return_units,stockout_days,unique_customers,sku_name,category,subcategory,brand,launch_date,unit_cost,list_price,supplier,size,color,lifecycle_stage,target_margin,month,week,campaign_intensity,holiday_days,weekend_days,on_hand_units,on_order_units,lead_time_days,reorder_point,damaged_units,reserved_units,warehouse_zone,gross_margin,lag_1,lag_2,lag_4,lag_8,lag_13,lag_26,lag_52,rolling_4_mean,rolling_8_mean,rolling_13_std,sell_through_proxy,inventory_cover_weeks
SKU0001,2024-08-05,34.0,51772.87,1571.792,2.0,0.0622,1767.36,710.0,0.0,0.0,5.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,8,32,1.2857142857142858,0,2,0.0,94.0,17.0,159.0,0.0,1.0,B,0.44047940185469825,41.0,42.0,56.0,40.0,33.0,31.5,40.0,43.25,44.375,8.694973496369272,0.9714285714285714,0.0
SKU0001,2024-08-12,28.0,45043.58,1613.1883333333333,1.0,0.0375,898.9300000000001,615.0,1.0,0.0,6.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,8,33,0.0,1,2,0.0,20.0,17.0,159.0,0.0,0.0,C,0.45483736658150054,34.0,41.0,34.0,45.0,33.0,31.5,40.0,37.75,43.625,8.694973496369272,0.9655172413793104,0.0
SKU0001,2024-08-19,29.0,44713.4,1561.83,2.0,0.06814285714285714,1299.08,677.0,0.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,8,34,0.0,0,2,0.0,16.0,17.0,159.0,0.0,0.0,A,0.4369105472426576,28.0,34.0,42.0,44.0,33.0,31.5,40.0,36.25,41.5,8.694973496369272,0.9666666666666667,0.0
SKU0001,2024-08-26,30.0,50281.2,1676.04,0.0,0.0,677.9300000000001,603.0,0.0,0.0,6.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,9,35,0.0,0,2,0.0,106.0,17.0,159.0,0.0,0.0,D,0.4752810195460728,29.0,28.0,41.0,53.0,12.0,31.5,40.0,33.0,39.625,12.513582364364872,0.967741935483871,0.0
SKU0001,2024-09-02,39.0,65365.56,1676.04,0.0,0.0,848.65,712.0,1.0,0.0,6.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,9,36,0.0,0,2,0.0,159.0,17.0,159.0,0.0,0.0,A,0.4752810195460728,30.0,29.0,34.0,56.0,57.0,31.5,40.0,30.25,36.75,9.933109617167558,0.975,0.0
SKU0001,2024-09-09,39.0,62281.65,1565.8999999999999,2.0,0.06571428571428571,1380.1100000000001,741.0,1.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,9,37,0.0,0,2,0.0,25.0,17.0,159.0,0.0,0.0,D,0.4383740979628328,39.0,30.0,28.0,34.0,40.0,31.5,40.0,31.5,34.625,8.694236228084877,0.975,0.0
SKU0001,2024-09-16,27.0,45253.08,1676.04,0.0,0.0,693.91,603.0,0.0,0.0,6.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,9,38,0.0,0,2,0.0,111.0,17.0,159.0,0.0,0.0,D,0.4752810195460728,39.0,39.0,29.0,42.0,45.0,31.5,40.0,34.25,35.25,8.694973496369272,0.9642857142857143,0.0
SKU0001,2024-09-23,40.0,67041.6,1676.0399999999997,0.0,0.0,834.52,780.0,1.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,9,39,0.0,0,2,0.0,96.0,17.0,159.0,0.0,0.0,A,0.47528101954607277,27.0,39.0,30.0,41.0,44.0,31.5,40.0,33.75,33.375,9.172841742940166,0.975609756097561,0.0
SKU0001,2024-09-30,39.0,58125.060000000005,1447.3814285714286,6.0,0.13642857142857143,3334.76,1000.0,0.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,10,40,2.857142857142857,0,2,0.0,97.0,17.0,159.0,0.0,0.0,B,0.3923854606397563,40.0,27.0,39.0,34.0,53.0,31.5,40.0,36.25,33.25,9.02631480585288,0.975,0.0
SKU0001,2024-10-07,50.0,71139.52,1419.94,5.0,0.1528,3647.5,1025.0,4.0,0.0,5.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,10,41,2.857142857142857,0,2,0.0,134.0,17.0,159.0,0.0,0.0,A,0.3806428440638337,39.0,40.0,39.0,28.0,56.0,31.5,40.0,36.25,33.875,7.822551226569733,0.9803921568627451,0.0
SKU0001,2024-10-14,54.0,73537.92,1355.0783333333334,6.0,0.1915,4209.0,1182.0,4.0,0.0,6.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,10,42,3.2857142857142856,0,2,0.0,224.0,17.0,159.0,0.0,0.0,B,0.3509969288368323,50.0,39.0,27.0,29.0,34.0,31.5,40.0,39.0,36.625,6.688106550494628,0.9818181818181818,0.0
SKU0001,2024-10-21,43.0,60523.47,1434.1283333333333,6.0,0.14433333333333334,3383.0,946.0,1.0,0.0,6.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,10,43,2.4285714285714284,0,2,0.0,12.0,17.0,159.0,0.0,0.0,A,0.3867703610904184,54.0,50.0,40.0,30.0,42.0,31.5,40.0,45.75,39.75,8.23454262893163,0.9772727272727273,0.0
SKU0001,2024-10-28,40.0,52480.16,1312.342,5.0,0.217,3189.0,894.0,1.0,0.0,5.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,11,44,2.5714285714285716,1,2,0.0,14.0,17.0,159.0,0.0,0.0,D,0.32986218531449885,43.0,54.0,39.0,39.0,41.0,31.5,40.0,46.5,41.375,8.281118467750778,0.975609756097561,0.0
SKU0001,2024-11-04,52.0,71657.41,1402.1271428571429,7.0,0.16342857142857145,4238.5,1187.0,2.0,1.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,11,45,3.142857142857143,0,2,0.0,156.0,17.0,159.0,0.0,0.0,D,0.37277442742608424,40.0,43.0,50.0,39.0,34.0,31.5,40.0,46.75,41.5,8.254757757864585,0.9811320754716981,0.0
SKU0001,2024-11-11,43.0,61819.06,1412.422857142857,7.0,0.15728571428571428,3703.0,1034.0,1.0,1.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,11,46,2.7142857142857144,0,2,0.0,14.0,17.0,159.0,0.0,0.0,D,0.3773465251199559,52.0,40.0,54.0,27.0,28.0,31.5,40.0,47.25,43.125,9.029155056019414,0.9772727272727273,0.0
SKU0001,2024-11-18,42.0,60218.43,1430.22,6.0,0.14666666666666667,3502.0,980.0,0.0,0.0,6.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,11,47,3.142857142857143,0,2,0.0,117.0,17.0,159.0,0.0,0.0,D,0.3850946008306414,43.0,52.0,43.0,40.0,29.0,31.5,40.0,44.5,45.125,8.411682962190753,0.9767441860465116,0.0
SKU0001,2024-11-25,32.0,44389.93,1360.4657142857143,7.0,0.1882857142857143,3475.5,969.0,2.0,2.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,12,48,3.0,0,2,0.0,13.0,17.0,159.0,0.0,0.0,A,0.3535669508130619,42.0,43.0,40.0,39.0,30.0,12.0,40.0,44.25,45.375,7.686985338202717,0.9696969696969697,0.0
SKU0001,2024-12-02,52.0,70450.66,1372.1985714285713,7.0,0.1812857142857143,3962.0,1108.0,1.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,12,49,2.5714285714285716,0,2,0.0,171.0,17.0,159.0,0.0,0.0,B,0.35909421689280696,32.0,42.0,52.0,50.0,39.0,57.0,40.0,42.25,44.5,7.456712687408847,0.9811320754716981,0.0
SKU0001,2024-12-09,18.0,30168.72,1676.04,0.0,0.0,571.35,503.0,1.0,1.0,6.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,12,50,0.0,0,2,0.0,15.0,17.0,159.0,0.0,0.0,B,0.4752810195460728,52.0,32.0,43.0,54.0,39.0,40.0,40.0,42.25,44.75,7.943712236893031,0.9473684210526315,0.0
SKU0001,2024-12-16,31.0,49627.54,1609.4771428571428,1.0,0.039714285714285716,1017.5799999999999,676.0,0.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,12,51,0.0,0,2,0.0,14.0,17.0,159.0,0.0,0.0,D,0.4535803109084227,18.0,52.0,42.0,43.0,27.0,45.0,40.0,36.0,40.25,10.459935774671676,0.96875,0.0
SKU0001,2024-12-23,25.0,41901.0,1676.0399999999997,0.0,0.0,637.76,596.0,0.0,1.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,12,52,0.0,1,2,0.0,125.0,17.0,159.0,0.0,0.0,A,0.47528101954607277,31.0,18.0,32.0,40.0,40.0,44.0,40.0,33.25,38.75,10.0677194219433,0.9615384615384616,0.0
SKU0001,2024-12-30,37.0,52560.60999999999,1474.6757142857143,5.0,0.12014285714285713,2990.19,936.0,1.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,12,1,2.5714285714285716,0,2,0.0,18.0,17.0,159.0,0.0,0.0,C,0.4036315974553243,25.0,31.0,52.0,52.0,39.0,53.0,40.0,31.5,36.875,11.03374776508824,0.9736842105263158,0.0
SKU0001,2025-01-06,27.0,39935.0,1583.5783333333331,2.0,0.05516666666666667,1423.5,646.0,0.0,0.0,6.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,1,2,1.1428571428571428,0,2,0.0,18.0,17.0,159.0,0.0,0.0,A,0.44464382879701764,37.0,25.0,18.0,43.0,50.0,56.0,40.0,27.75,35.0,11.06391686566093,0.9642857142857143,0.0
SKU0001,2025-01-13,25.0,41901.0,1676.0399999999997,0.0,0.0,654.6,589.0,1.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,1,3,0.0,0,2,0.0,15.0,17.0,159.0,0.0,0.0,A,0.47528101954607277,27.0,37.0,31.0,42.0,54.0,34.0,40.0,30.0,33.0,11.156807741211592,0.9615384615384616,0.0
SKU0001,2025-01-20,23.0,38548.92,1676.04,0.0,0.0,627.53,507.0,0.0,0.0,6.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,1,4,0.0,1,2,1.0,221.0,17.0,159.0,0.0,0.0,A,0.4752810195460728,25.0,27.0,25.0,32.0,43.0,42.0,40.0,28.5,30.875,10.610227286770202,0.92,0.03389830508474576
SKU0001,2025-01-27,21.0,33829.19,1641.848,1.0,0.020399999999999998,893.41,483.0,0.0,0.0,5.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,2,5,0.0,0,2,0.0,114.0,17.0,159.0,0.0,0.0,A,0.46435358206118954,23.0,25.0,37.0,52.0,40.0,41.0,40.0,28.0,29.75,10.943327202291364,0.9545454545454546,0.0
SKU0001,2025-02-03,22.0,36872.880000000005,1676.0399999999997,0.0,0.0,527.0799999999999,480.0,0.0,1.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,2,6,0.0,0,2,0.0,156.0,17.0,159.0,0.0,1.0,D,0.47528101954607277,21.0,23.0,27.0,18.0,52.0,34.0,40.0,24.0,25.875,11.39050436739259,0.9565217391304348,0.0
SKU0001,2025-02-10,28.0,45621.810000000005,1621.5683333333334,1.0,0.0325,873.46,640.0,0.0,0.0,6.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,2,7,0.0,0,2,0.0,19.0,17.0,159.0,0.0,0.0,A,0.4576546779301109,22.0,21.0,25.0,31.0,43.0,28.0,40.0,22.75,26.375,10.177904675803536,0.9655172413793104,0.0
SKU0001,2025-02-17,26.0,42259.67,1644.6742857142856,1.0,0.018714285714285715,953.56,607.0,0.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,2,8,0.0,0,2,0.0,139.0,17.0,159.0,0.0,0.0,C,0.4652740620808983,28.0,22.0,23.0,25.0,42.0,29.0,40.0,23.5,26.0,9.483453876932037,0.9629629629629629,0.0
SKU0001,2025-02-24,24.0,39494.21,1649.9414285714286,1.0,0.015571428571428571,960.7,591.0,0.0,1.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,3,9,0.0,0,2,0.0,184.0,17.0,159.0,0.0,0.0,B,0.46698107898202446,26.0,28.0,21.0,37.0,32.0,30.0,40.0,24.25,26.125,8.728820521256438,0.96,0.0
SKU0001,2025-03-03,29.0,44515.62,1559.1971428571428,3.0,0.06971428571428571,1554.45,682.0,1.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,3,10,0.0,0,2,0.0,21.0,17.0,159.0,0.0,0.0,C,0.43595971553125323,24.0,26.0,22.0,27.0,52.0,39.0,40.0,25.0,24.5,8.722943516367822,0.9666666666666667,0.0
SKU0001,2025-03-10,29.0,48605.16,1676.0399999999997,0.0,0.0,595.64,621.0,0.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,3,11,0.0,0,2,0.0,22.0,17.0,159.0,0.0,0.0,A,0.47528101954607277,29.0,24.0,28.0,25.0,18.0,39.0,40.0,26.75,24.75,4.827804087542505,0.9666666666666667,0.0
SKU0001,2025-03-17,16.0,26816.64,1676.0399999999997,0.0,0.0,624.49,521.0,1.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,3,12,0.0,0,2,0.0,23.0,17.0,159.0,0.0,0.0,B,0.47528101954607277,29.0,29.0,26.0,23.0,31.0,27.0,40.0,27.0,25.25,4.2697504881162605,0.9411764705882353,0.0
SKU0001,2025-03-24,27.0,44136.84,1622.8857142857144,1.0,0.031714285714285716,920.47,576.0,1.0,1.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,3,13,0.0,0,2,2.0,19.0,17.0,159.0,0.0,0.0,B,0.4580949279061988,16.0,29.0,24.0,21.0,25.0,40.0,40.0,24.5,24.375,4.976869575268231,0.9,0.0784313725490196
SKU0001,2025-03-31,21.0,30621.24,1484.1333333333332,5.0,0.1145,2169.68,631.0,0.0,1.0,6.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,4,14,2.2857142857142856,0,2,0.0,173.0,17.0,159.0,0.0,0.0,B,0.40743194681520073,27.0,16.0,29.0,22.0,37.0,39.0,40.0,25.25,25.125,4.989733048714702,0.9545454545454546,0.0
SKU0001,2025-04-07,28.0,44118.4,1615.9428571428573,2.0,0.03585714285714286,1534.3600000000001,676.0,0.0,1.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,4,15,0.42857142857142855,0,2,0.0,19.0,17.0,159.0,0.0,0.0,B,0.45576664662824007,21.0,27.0,29.0,28.0,27.0,50.0,40.0,23.25,25.0,3.7994601505868224,0.9655172413793104,0.0
SKU0001,2025-04-14,18.0,30168.72,1676.0399999999997,0.0,0.0,585.2,511.0,0.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,4,16,0.0,0,2,0.0,18.0,17.0,159.0,0.0,0.0,B,0.47528101954607277,28.0,21.0,16.0,26.0,25.0,54.0,40.0,23.0,25.0,3.8646988803653564,0.9473684210526315,0.0
SKU0001,2025-04-21,26.0,43577.04,1676.0399999999997,0.0,0.0,620.19,604.0,0.0,1.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,4,17,0.0,0,2,0.0,20.0,17.0,159.0,0.0,0.0,B,0.47528101954607277,18.0,28.0,27.0,24.0,23.0,43.0,40.0,23.5,24.0,4.2622372841814515,0.9629629629629629,0.0
SKU0001,2025-04-28,27.0,45253.08,1676.04,0.0,0.0,635.03,583.0,0.0,0.0,6.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,5,18,0.0,0,2,0.0,14.0,17.0,159.0,0.0,0.0,B,0.4752810195460728,26.0,18.0,21.0,29.0,21.0,40.0,40.0,23.25,24.25,4.284737373395733,0.9642857142857143,0.0
SKU0001,2025-05-05,28.0,46929.12,1676.0399999999997,0.0,0.0,608.44,612.0,1.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,5,19,0.0,0,2,0.0,201.0,17.0,159.0,0.0,0.0,D,0.47528101954607277,27.0,26.0,28.0,29.0,22.0,52.0,40.0,24.75,24.0,4.23053612411426,0.9655172413793104,0.0
SKU0001,2025-05-12,35.0,56541.21000000001,1615.462857142857,1.0,0.03614285714285714,936.46,748.0,1.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,5,20,0.0,0,2,0.0,20.0,17.0,159.0,0.0,0.0,D,0.4556049394070164,28.0,27.0,18.0,16.0,28.0,43.0,40.0,24.75,23.875,4.239617786352772,0.9722222222222222,0.0
SKU0001,2025-05-19,28.0,46929.12,1676.0399999999997,0.0,0.0,694.36,636.0,0.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,5,21,0.0,0,2,0.0,204.0,17.0,159.0,0.0,0.0,A,0.47528101954607277,35.0,28.0,26.0,27.0,26.0,42.0,40.0,29.0,26.25,5.006406152531212,0.9655172413793104,0.0
SKU0001,2025-05-26,39.0,58879.29,1583.857142857143,2.0,0.055,1723.56,826.0,1.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,6,22,0.42857142857142855,0,2,0.0,13.0,17.0,159.0,0.0,0.0,A,0.4447415892486696,28.0,35.0,27.0,21.0,24.0,32.0,12.0,29.5,26.375,5.047212990785982,0.975,0.0
SKU0001,2025-06-02,31.0,42539.58,1357.1142857142856,7.0,0.1902857142857143,3587.5,1001.0,0.0,1.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,6,23,2.857142857142857,0,2,0.0,16.0,17.0,159.0,0.0,0.0,A,0.3519705678014273,39.0,28.0,28.0,28.0,29.0,52.0,57.0,32.5,28.625,6.177917664283531,0.96875,0.0
SKU0001,2025-06-09,47.0,64993.479999999996,1414.337142857143,7.0,0.15614285714285714,4133.5,1157.0,2.0,1.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,6,24,2.4285714285714284,0,2,0.0,15.0,17.0,159.0,0.0,0.0,B,0.3781892779656497,31.0,39.0,35.0,18.0,29.0,18.0,40.0,33.25,29.0,6.256278897317914,0.9791666666666666,0.0
SKU0001,2025-06-16,36.0,49431.44,1378.182857142857,7.0,0.1777142857142857,3426.5,955.0,2.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,6,25,2.7142857142857144,0,2,0.0,16.0,17.0,159.0,0.0,0.0,C,0.36187713013408956,47.0,31.0,28.0,26.0,16.0,31.0,45.0,36.25,32.625,8.342815118565431,0.972972972972973,0.0
SKU0001,2025-06-23,38.0,52191.880000000005,1379.1414285714286,7.0,0.17714285714285713,3860.5,1079.0,2.0,0.0,7.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,6,26,3.0,0,2,0.0,18.0,17.0,159.0,0.0,0.0,D,0.3623206570547514,36.0,47.0,39.0,27.0,27.0,25.0,44.0,38.25,33.875,7.6535562372614026,0.9743589743589743,0.0
SKU0001,2025-06-30,29.0,39926.630000000005,1401.1683333333333,6.0,0.164,2858.0,796.0,0.0,0.0,6.0,Chairs 0001,Furniture,Chairs,BrightHome,2024-03-27,879.45,1676.04,S2-Pune,Standard,Blue,Growth,0.475,7,27,3.0,0,2,0.0,112.0,17.0,159.0,0.0,0.0,C,0.372345221428308,38.0,36.0,31.0,28.0,21.0,37.0,53.0,38.0,35.25,7.889460675077199,0.9666666666666667,0.0
