customer_id,recency_days,frequency,monetary,units,rfm_score,segment,churn_risk,avg_discount,return_rate
CUST00023,169,10,145170.43,65,145,At Risk,0.296392289081764,0.10110000000000001,0.07042253521126761
CUST00024,86,7,110601.67,40,224,Hibernating,0.23444539331107594,0.06642857142857143,0.0
CUST00025,112,2,13359.599999999999,7,111,Hibernating,0.31540795407954075,0.0,0.0
CUST00026,240,4,68211.09,20,112,Hibernating,0.4353776793767937,0.062,0.0
CUST00027,78,6,63615.46,30,222,Hibernating,0.23871530135301355,0.0715,0.0
CUST00028,7,13,115479.64,77,554,Champions,0.08026685193901599,0.08876923076923077,0.012658227848101266
CUST00029,112,3,27576.559999999998,13,111,Hibernating,0.3098657318573186,0.05566666666666667,0.0
CUST00030,38,6,58027.28,47,322,Need Attention,0.1940235263699576,0.042166666666666665,0.02040816326530612
CUST00031,9,8,110389.78000000001,64,534,Potential Loyalists,0.14517627823367787,0.091125,0.029850746268656716
CUST00032,30,6,47867.350000000006,19,421,Potential Loyalists,0.189829987699877,0.09216666666666666,0.0
CUST00033,20,9,90701.25,89,443,Loyal Customers,0.14094800156792775,0.07222222222222223,0.01098901098901099
CUST00034,33,12,104076.08,54,454,Champions,0.12146555789843613,0.09491666666666666,0.017857142857142856
CUST00035,98,8,99758.59,37,233,At Risk,0.23727435298199134,0.06775,0.02564102564102564
CUST00036,85,7,30870.059999999998,19,221,Hibernating,0.2376648064194928,0.07042857142857142,0.047619047619047616
CUST00037,95,4,27990.49,13,211,Hibernating,0.27721162771627716,0.037,0.0
CUST00038,3,7,132401.45,54,524,Potential Loyalists,0.14962620511919403,0.08785714285714286,0.017857142857142856
CUST00039,39,7,98487.45,37,323,Need Attention,0.19346447607333217,0.11071428571428572,0.05
CUST00040,40,6,77898.18,36,323,Need Attention,0.19955635786884188,0.0665,0.02631578947368421
CUST00041,81,7,207712.69999999998,92,225,Hibernating,0.234883046492471,0.10757142857142857,0.010638297872340425
CUST00042,38,8,63971.520000000004,29,332,Need Attention,0.17499142886428865,0.100875,0.0
CUST00043,76,5,32930.43,31,211,Hibernating,0.24744154459726414,0.04,0.030303030303030304
CUST00044,390,3,69520.83,27,112,Hibernating,0.6227965067650677,0.18433333333333332,0.0
CUST00045,146,5,69397.03,21,112,Hibernating,0.3196130512505125,0.0374,0.0
CUST00046,24,9,105730.22,42,444,Champions,0.1480959901599016,0.10344444444444445,0.0
CUST00047,4,7,14358.77,9,521,Potential Loyalists,0.15539190023588548,0.07828571428571429,0.09090909090909091
CUST00048,57,7,68642.45,29,322,Need Attention,0.2056236115504012,0.08485714285714285,0.0
CUST00049,26,8,110333.01000000001,64,434,Potential Loyalists,0.16841722166312575,0.14300000000000002,0.015151515151515152
CUST00050,15,4,47286.229999999996,25,511,Potential Loyalists,0.20159277162771627,0.12025000000000001,0.0
CUST00051,143,4,76783.22,36,113,Hibernating,0.3466422045273083,0.16999999999999998,0.02631578947368421
CUST00052,127,9,68596.28,28,142,At Risk,0.254650725707257,0.050666666666666665,0.03333333333333333
CUST00053,9,6,101734.33,35,524,Potential Loyalists,0.16433766297662977,0.067,0.0
CUST00054,114,5,88034.23,31,113,Hibernating,0.29122575123933053,0.066,0.030303030303030304
CUST00055,28,9,64523.329999999994,46,442,Loyal Customers,0.1462030996309963,0.052,0.0
CUST00056,26,4,30922.76,31,411,Potential Loyalists,0.2169882317641358,0.13025,0.030303030303030304
CUST00057,96,7,85260.02,49,223,Hibernating,0.2506577091133549,0.08671428571428572,0.038461538461538464
CUST00058,21,3,24404.04,13,411,Potential Loyalists,0.2239389913899139,0.10666666666666667,0.06666666666666667
CUST00059,137,7,53191.84,21,122,Hibernating,0.2890192999370988,0.03742857142857143,0.043478260869565216
CUST00060,15,8,85551.6,30,533,Potential Loyalists,0.1552338827388274,0.1205,0.03125
CUST00061,20,10,146123.04,58,445,Champions,0.1321109426195901,0.0859,0.03278688524590164
CUST00062,184,5,49373.39,18,111,Hibernating,0.36490925789257894,0.076,0.0
CUST00063,67,4,31175.38,25,211,Hibernating,0.2560385280852809,0.11025,0.0
CUST00064,34,6,90037.03,34,423,Potential Loyalists,0.2021126527265273,0.14033333333333334,0.027777777777777776
CUST00065,80,11,149531.24,68,255,At Risk,0.18983592679563158,0.12781818181818183,0.041666666666666664
CUST00066,66,5,88489.23999999999,43,213,Hibernating,0.2463864560315168,0.11159999999999999,0.043478260869565216
CUST00067,1,6,33753.06,18,521,Potential Loyalists,0.15345677736777372,0.014333333333333332,0.05
CUST00068,171,5,59542.049999999996,25,112,Hibernating,0.37113610449247353,0.1962,0.07142857142857142
CUST00069,63,4,20224.56,11,311,Need Attention,0.24176808528085278,0.027,0.0
CUST00070,89,8,115090.98,47,234,At Risk,0.23048707462074622,0.081875,0.04
CUST00071,77,8,69392.66,41,232,At Risk,0.22616121132374115,0.164,0.023255813953488372
CUST00072,12,11,155705.65,57,555,Champions,0.10884779305974877,0.0870909090909091,0.0
CUST00073,44,7,83473.04000000001,45,323,Need Attention,0.19039217243601006,0.07385714285714286,0.0
CUST00074,7,10,94117.43,40,543,Loyal Customers,0.12286931459028876,0.1308,0.023809523809523808
CUST00075,62,6,114738.38999999998,47,324,Need Attention,0.23156618319652586,0.14100000000000001,0.02040816326530612
CUST00076,9,11,67583.48000000001,47,552,Loyal Customers,0.1025720064109732,0.06154545454545455,0.0
CUST00077,4,7,59163.329999999994,28,522,Potential Loyalists,0.1450690347143103,0.009857142857142858,0.06451612903225806
CUST00078,16,6,99147.73,50,523,Potential Loyalists,0.1721668994228404,0.056999999999999995,0.019230769230769232
CUST00079,11,10,89909.59,49,543,Loyal Customers,0.11606499548995489,0.054299999999999994,0.0
CUST00080,219,6,49353.95,18,121,Hibernating,0.3869409102091021,0.04933333333333333,0.0
CUST00081,76,9,124484.25,53,244,At Risk,0.2074989879967765,0.08877777777777779,0.06896551724137931
CUST00082,4,5,22580.019999999997,14,511,Potential Loyalists,0.17997733169331692,0.0984,0.0625
CUST00083,115,3,29090.61,8,111,Hibernating,0.30935606396063964,0.024666666666666667,0.0
CUST00084,28,10,161225.43,57,445,Champions,0.1373048096121639,0.06839999999999999,0.01694915254237288
CUST00085,108,11,92113.34,39,153,At Risk,0.21450054896912604,0.0951818181818182,0.024390243902439025
CUST00086,117,10,157422.28,69,145,At Risk,0.23614905413162238,0.0737,0.05405405405405406
CUST00087,2,11,97541.19,48,553,Loyal Customers,0.0930521405941332,0.044636363636363634,0.0
CUST00088,16,7,120839.16,53,524,Potential Loyalists,0.16143790397384492,0.07014285714285715,0.01818181818181818
CUST00089,60,5,144278.06,54,315,Need Attention,0.2407345484991692,0.1236,0.03508771929824561
CUST00090,36,10,71968.66,60,442,Loyal Customers,0.1513334455573127,0.1041,0.031746031746031744
CUST00091,12,6,54567.59,25,522,Potential Loyalists,0.15950799507995084,0.0,0.0
CUST00092,96,10,99132.14,36,243,At Risk,0.20570440508405083,0.0433,0.0
CUST00093,42,11,221972.5,95,355,Loyal Customers,0.14477585636100035,0.1120909090909091,0.010309278350515464
CUST00094,13,9,118114.91,72,544,Champions,0.1422725201954722,0.14400000000000002,0.013513513513513514
CUST00095,21,4,51596.17,20,412,Potential Loyalists,0.20321343583435833,0.08025,0.0
CUST00096,60,7,59792.590000000004,36,322,Need Attention,0.21621079347057207,0.11214285714285714,0.05128205128205128
CUST00097,44,11,148297.77,87,355,Loyal Customers,0.14907868727382925,0.108,0.043478260869565216
CUST00098,10,10,76022.55,50,542,Loyal Customers,0.11901488478884788,0.0878,0.0
CUST00099,43,8,149049.38999999998,57,335,Need Attention,0.18247791457321355,0.107375,0.01694915254237288
CUST00100,83,4,60316.600000000006,37,212,Hibernating,0.27688029930299307,0.14125000000000001,0.0
CUST00101,105,6,76697.16,32,222,Hibernating,0.2704412314593735,0.0755,0.029411764705882353
CUST00102,13,6,82654.66,32,523,Potential Loyalists,0.16713104695752842,0.035,0.029411764705882353
CUST00103,21,5,35087.36,22,411,Potential Loyalists,0.19539854694546943,0.08919999999999999,0.041666666666666664
CUST00104,42,8,95795.75,38,333,Need Attention,0.17207187166871668,0.040875,0.0
CUST00105,28,11,100916.5,53,454,Champions,0.12822736332052315,0.07081818181818182,0.05263157894736842
CUST00106,88,7,154666.24,48,225,Hibernating,0.2383552850429603,0.04271428571428572,0.057692307692307696
CUST00107,34,5,31460.97,22,411,Potential Loyalists,0.21264450457837913,0.046,0.14814814814814814
CUST00108,5,8,101206.49,33,534,Potential Loyalists,0.1399627757277573,0.10325000000000001,0.0
CUST00109,94,4,62995.0,29,212,Hibernating,0.27670151701517015,0.0,0.0625
CUST00110,11,7,99949.78,28,523,Potential Loyalists,0.15415280501376444,0.06614285714285714,0.0
CUST00111,39,6,102921.13,47,324,Need Attention,0.1995536370710646,0.07933333333333333,0.02040816326530612
CUST00112,69,9,46682.170000000006,33,241,At Risk,0.19925541615416154,0.09144444444444445,0.05555555555555555
CUST00113,11,10,125384.81,66,544,Champions,0.11946956691852632,0.0541,0.04285714285714286
CUST00114,69,9,101715.04,53,244,At Risk,0.2060748313588399,0.1502222222222222,0.05263157894736842
CUST00115,68,7,52918.26,45,222,Hibernating,0.22118340069114978,0.11642857142857142,0.0
CUST00116,22,10,106729.87999999999,55,444,Champions,0.13647572197406183,0.1146,0.017543859649122806
CUST00117,12,4,33375.05,15,511,Potential Loyalists,0.19612832187733642,0.06225,0.058823529411764705
CUST00118,76,8,80598.16,32,233,At Risk,0.21517357668282563,0.07725,0.029411764705882353
CUST00119,66,8,149358.97,47,235,At Risk,0.20346952849528496,0.0885,0.0
CUST00120,82,10,143749.23,56,245,At Risk,0.20115016561338026,0.11869999999999999,0.017241379310344827
CUST00121,17,7,37004.05,34,521,Potential Loyalists,0.16874426287120012,0.11571428571428573,0.027777777777777776
CUST00122,18,9,90534.13,46,443,Loyal Customers,0.13919532595325956,0.06888888888888889,0.020833333333333332
CUST00123,33,7,60127.39,35,422,Potential Loyalists,0.18234311688599514,0.08685714285714285,0.02702702702702703
CUST00124,93,6,69632.08,35,222,Hibernating,0.2567208080234649,0.0365,0.07692307692307693
CUST00125,72,4,98328.28,27,213,Hibernating,0.26795770228047106,0.142,0.034482758620689655
CUST00126,67,9,111634.28,62,244,At Risk,0.2001802030438215,0.11422222222222222,0.05970149253731343
CUST00127,35,6,91885.07,46,423,Potential Loyalists,0.20071505100933365,0.08600000000000001,0.0784313725490196
CUST00128,83,7,101878.3,49,224,Hibernating,0.23503198428467803,0.07242857142857143,0.038461538461538464
CUST00129,3,7,89784.27,39,523,Potential Loyalists,0.14471763369062263,0.058857142857142865,0.0
CUST00130,87,6,74644.66,30,222,Hibernating,0.24376629766297664,0.012499999999999999,0.03125
CUST00131,25,7,28876.6,19,421,Potential Loyalists,0.1741438786387864,0.07614285714285715,0.047619047619047616
CUST00132,30,3,42322.48,17,411,Potential Loyalists,0.2309566543665437,0.12933333333333333,0.0
CUST00133,13,5,58689.62,25,512,Potential Loyalists,0.18652832800328,0.11440000000000002,0.0
CUST00134,84,6,122489.68,59,224,Hibernating,0.2604366107209459,0.1775,0.03225806451612903
CUST00135,154,8,97076.58,43,133,At Risk,0.3107325310622671,0.168625,0.043478260869565216
CUST00136,19,11,137012.99,67,455,Champions,0.11492038614931603,0.07527272727272727,0.0
CUST00137,135,5,50581.17,20,112,Hibernating,0.313350197174699,0.053000000000000005,0.045454545454545456
CUST00138,6,5,20472.12,16,511,Potential Loyalists,0.1816339975399754,0.099,0.05555555555555555
CUST00139,5,7,55667.39,20,522,Potential Loyalists,0.1463264265214081,0.05442857142857143,0.0
CUST00140,265,4,52252.05,18,112,Hibernating,0.46853044690446904,0.082,0.05
CUST00141,167,5,110931.66,54,114,Hibernating,0.35568194740233117,0.13879999999999998,0.017857142857142856
CUST00142,109,4,52011.25,37,112,Hibernating,0.2926731775317753,0.041,0.0
CUST00143,100,7,109178.26000000001,46,224,Hibernating,0.2503698002694313,0.07428571428571429,0.0
CUST00144,59,11,100615.99,50,354,Loyal Customers,0.17121963936842166,0.1749090909090909,0.019230769230769232
CUST00145,65,8,100100.02,42,233,At Risk,0.2013225996123598,0.064375,0.022727272727272728
CUST00146,143,3,24156.809999999998,11,111,Hibernating,0.34251300974548204,0.0,0.07692307692307693
CUST00147,272,4,37161.34,14,111,Hibernating,0.4706412218122181,0.07050000000000001,0.0
CUST00148,1,15,255896.56,99,555,Champions,0.04620940481875407,0.05753333333333333,0.0196078431372549
CUST00149,149,2,13827.74,5,111,Hibernating,0.3678420500205002,0.107,0.0
CUST00150,24,8,65302.64,49,432,Potential Loyalists,0.1566048790487905,0.0725,0.0
CUST00151,71,6,147739.73,42,225,Hibernating,0.23164008200082004,0.04533333333333334,0.044444444444444446
CUST00152,85,7,141574.3,50,225,Hibernating,0.24422231557700194,0.144,0.019230769230769232
CUST00153,224,6,84070.61,48,123,Hibernating,0.4056188711220446,0.09866666666666668,0.09259259259259259
CUST00154,4,6,100652.51000000001,46,524,Potential Loyalists,0.16371241559354374,0.07916666666666666,0.04081632653061224
CUST00155,7,8,50698.78,35,532,Potential Loyalists,0.14677015929213347,0.124125,0.02702702702702703
CUST00156,49,9,82666.49,40,343,Loyal Customers,0.17120968792013502,0.04211111111111111,0.046511627906976744
CUST00157,70,10,84907.64,54,243,At Risk,0.19608525566882787,0.14980000000000002,0.06779661016949153
CUST00158,46,6,63366.56,38,322,Need Attention,0.2122117589175892,0.136,0.0
CUST00159,92,8,29419.66,34,231,At Risk,0.23234240672406725,0.09725,0.0
CUST00160,170,7,26198.120000000003,14,121,Hibernating,0.32335754934692207,0.05828571428571429,0.0
CUST00161,273,9,109148.79,49,144,At Risk,0.41344688806888064,0.09422222222222222,0.0
CUST00162,69,10,78241.82,35,243,At Risk,0.18260594246995102,0.05650000000000001,0.05263157894736842
CUST00163,6,12,79389.31,59,553,Loyal Customers,0.09092464270126574,0.07158333333333333,0.03225806451612903
CUST00164,85,7,114571.97,39,224,Hibernating,0.23263813975282613,0.06028571428571428,0.0
CUST00165,58,7,122254.63,34,324,Need Attention,0.20556951172519242,0.022857142857142857,0.07894736842105263
CUST00166,2,8,117789.99,51,534,Potential Loyalists,0.13841040658739923,0.092375,0.037037037037037035
CUST00167,137,9,47411.67,34,141,At Risk,0.26887183271832715,0.10222222222222223,0.0
CUST00168,49,8,89311.12,37,333,Need Attention,0.1939139286277478,0.143375,0.02564102564102564
CUST00169,20,7,44583.62,28,421,Potential Loyalists,0.16437618227610848,0.048857142857142856,0.03333333333333333
CUST00170,145,4,18422.79,12,111,Hibernating,0.33302716277162764,0.05625,0.0
CUST00171,30,8,89611.84999999999,38,433,Potential Loyalists,0.1679148289697183,0.065625,0.07142857142857142
CUST00172,77,4,128160.33,36,214,Hibernating,0.26052963509635096,0.058499999999999996,0.0
CUST00173,46,9,105507.34,47,344,Loyal Customers,0.1709050922509225,0.07066666666666667,0.04
CUST00174,79,2,49142.33,14,211,Hibernating,0.2866343009430094,0.0545,0.0
CUST00175,79,10,188848.06,63,245,At Risk,0.19673529239600088,0.1099,0.015384615384615385
CUST00176,6,3,13540.029999999999,9,511,Potential Loyalists,0.20866672481270265,0.09699999999999999,0.09090909090909091
CUST00177,65,8,86236.01000000001,30,233,At Risk,0.2012329026426628,0.038375000000000006,0.06060606060606061
CUST00178,109,10,126149.12,45,144,At Risk,0.22949184419844196,0.1256,0.0
CUST00179,29,9,126895.54,53,444,Champions,0.14889987699876997,0.06555555555555555,0.0
CUST00180,25,6,74848.35,28,422,Potential Loyalists,0.18079943419434197,0.0615,0.0
CUST00181,10,10,149369.56,66,545,Champions,0.12160644034440342,0.0631,0.06944444444444445
CUST00182,92,8,68727.25,31,232,At Risk,0.2373395495812101,0.08175,0.08571428571428572
CUST00183,53,5,38322.479999999996,34,311,Need Attention,0.23202075604756045,0.1368,0.0
CUST00184,20,11,133764.09,62,455,Champions,0.11888504230496849,0.06909090909090909,0.045454545454545456
CUST00185,103,6,67063.72,28,222,Hibernating,0.2641147355473555,0.038,0.03333333333333333
CUST00186,40,11,179860.54,90,355,Loyal Customers,0.14377132279827196,0.11409090909090908,0.021505376344086023
CUST00187,50,8,84977.46,31,333,Need Attention,0.18360275727757278,0.065625,0.0
CUST00188,40,6,45409.439999999995,29,321,Need Attention,0.21281109471094714,0.15283333333333335,0.0625
CUST00189,19,7,93634.29,38,423,Potential Loyalists,0.1616508334797634,0.05728571428571428,0.0
CUST00190,118,13,180374.57,60,155,At Risk,0.1907810969186615,0.028307692307692308,0.0
CUST00191,25,8,76332.9,80,432,Potential Loyalists,0.16005213260704038,0.0685,0.03571428571428571
CUST00192,32,9,91145.31,45,443,Loyal Customers,0.1631723367616655,0.14355555555555555,0.02127659574468085
CUST00193,62,8,127409.6,39,334,Need Attention,0.19606860950038071,0.03075,0.047619047619047616
CUST00194,17,5,52077.97,27,512,Potential Loyalists,0.1875021041410414,0.0424,0.06666666666666667
CUST00195,52,7,116843.23999999999,46,324,Need Attention,0.20362407845302943,0.08557142857142856,0.04081632653061224
CUST00196,21,6,101358.81,48,424,Potential Loyalists,0.18359899138991392,0.1205,0.0
CUST00197,51,7,123041.36,51,324,Need Attention,0.1985858044866163,0.07971428571428572,0.0
CUST00198,37,7,104841.59999999999,37,324,Need Attention,0.18395839386525734,0.06557142857142857,0.02564102564102564
CUST00199,179,8,107980.55,51,134,At Risk,0.33671500068334015,0.1665,0.037037037037037035
CUST00200,37,4,77197.0,30,313,Need Attention,0.22039520705207052,0.08075,0.0
CUST00201,101,6,121480.58,39,224,Hibernating,0.26504784747847476,0.08583333333333333,0.0
CUST00202,220,7,45574.58,19,121,Hibernating,0.3836859415451297,0.11514285714285714,0.0
CUST00203,115,4,67717.54,25,112,Hibernating,0.30104384173841736,0.05725,0.0
CUST00204,107,9,159525.16999999998,41,245,At Risk,0.23764487532148046,0.07922222222222224,0.045454545454545456
CUST00205,39,9,118289.03,55,344,Loyal Customers,0.1754409840098401,0.15311111111111111,0.06666666666666667
CUST00206,4,9,157450.59999999998,77,545,Champions,0.12571976769894283,0.08688888888888889,0.012658227848101266
CUST00207,27,10,101452.57,64,444,Champions,0.1408068264091596,0.0979,0.029850746268656716
CUST00208,6,13,136451.25,63,555,Champions,0.07967078794691507,0.07130769230769231,0.04477611940298507
CUST00209,110,5,48760.670000000006,19,111,Hibernating,0.28190506601066007,0.0442,0.0
CUST00210,24,4,53235.36,22,412,Potential Loyalists,0.2121271012710127,0.1,0.041666666666666664
CUST00211,14,10,57351.090000000004,30,542,Loyal Customers,0.13007932759327592,0.12349999999999998,0.03125
CUST00212,72,3,45472.770000000004,11,211,Hibernating,0.2794151499668843,0.10733333333333334,0.07692307692307693
CUST00213,6,7,75966.21,24,522,Potential Loyalists,0.14633368007965794,0.04557142857142856,0.0
CUST00214,106,7,67117.03,28,222,Hibernating,0.2577676073332162,0.08242857142857142,0.0
CUST00215,1,9,104977.61,53,544,Champions,0.12916725355824987,0.127,0.03571428571428571
CUST00216,29,5,67498.19,25,412,Potential Loyalists,0.20833009922099222,0.1534,0.0
CUST00217,175,4,54322.73,20,112,Hibernating,0.37149684744120165,0.079,0.045454545454545456
CUST00218,26,11,146500.76,86,455,Champions,0.12887419136009542,0.1069090909090909,0.03333333333333333
CUST00219,44,7,74605.24,40,322,Need Attention,0.19768100360484123,0.08914285714285715,0.06818181818181818
CUST00220,55,10,144030.78,63,345,Loyal Customers,0.17047174869160456,0.0761,0.058823529411764705
CUST00221,48,5,60476.92999999999,26,312,Need Attention,0.22513144392133577,0.078,0.06896551724137931
CUST00222,32,11,144049.18,71,455,Champions,0.1295009161727981,0.05418181818181818,0.04
CUST00223,52,12,155268.08,55,355,Loyal Customers,0.1393190897908979,0.08616666666666667,0.0
CUST00224,16,10,98085.13,48,543,Loyal Customers,0.12400754899548995,0.0759,0.0
CUST00225,46,11,181976.96000000002,62,355,Loyal Customers,0.15075792053375078,0.12272727272727274,0.015625
CUST00226,59,5,87996.41,38,313,Need Attention,0.23998542025420252,0.133,0.025
CUST00227,2,8,59255.03,38,532,Potential Loyalists,0.13225244362443625,0.06575,0.0
CUST00228,315,3,39990.16,14,111,Hibernating,0.5361382041820417,0.08933333333333333,0.0625
CUST00229,5,6,69273.4,31,522,Potential Loyalists,0.16127722017220175,0.07716666666666668,0.0
CUST00230,97,9,172695.1,67,245,At Risk,0.22308645229309434,0.05833333333333332,0.02857142857142857
CUST00231,94,13,128677.22,69,254,At Risk,0.17311758539123853,0.07661538461538461,0.027777777777777776
CUST00232,80,7,107130.65,40,224,Hibernating,0.2329790148187196,0.10771428571428572,0.0
CUST00233,30,9,103394.4,33,444,Champions,0.14351665436654365,0.01177777777777778,0.0
CUST00234,84,2,78417.04999999999,28,213,Hibernating,0.31124485444854444,0.1525,0.09375
CUST00235,42,11,73484.48,55,352,Loyal Customers,0.141525531955798,0.08018181818181819,0.017543859649122806
CUST00236,74,7,110188.38,49,224,Hibernating,0.22364665249887,0.045714285714285714,0.05660377358490566
CUST00237,5,6,58390.840000000004,25,522,Potential Loyalists,0.15938018313516472,0.03666666666666667,0.037037037037037035
CUST00238,14,16,264577.45,97,555,Champions,0.052174489405573676,0.073875,0.04854368932038835
CUST00239,58,11,162712.92,76,355,Loyal Customers,0.1586294354272214,0.08318181818181819,0.01282051282051282
CUST00240,13,6,52321.97,26,522,Potential Loyalists,0.16857810578105784,0.0,0.1
CUST00241,96,9,133107.29,71,245,At Risk,0.22848543250107828,0.08800000000000001,0.06493506493506493
CUST00242,173,9,135913.44,40,145,At Risk,0.3106234148574044,0.09811111111111111,0.046511627906976744
CUST00243,12,10,91678.97,51,543,Loyal Customers,0.1215391061910619,0.091,0.0
CUST00244,160,3,45564.03,16,111,Hibernating,0.36859104551045513,0.11699999999999999,0.0
CUST00245,43,13,172371.25,72,355,Loyal Customers,0.12074233695517829,0.10446153846153847,0.013513513513513514
CUST00246,15,10,84975.06999999999,39,543,Loyal Customers,0.13072683364322013,0.09430000000000001,0.06976744186046512
CUST00247,80,4,57963.229999999996,37,212,Hibernating,0.263319967199672,0.055,0.0
CUST00248,21,7,126382.84,46,424,Potential Loyalists,0.17218207529014068,0.09999999999999999,0.04081632653061224
CUST00249,1,9,77521.90999999999,45,543,Loyal Customers,0.12304344403444034,0.09977777777777778,0.0
CUST00250,34,7,44465.99,22,421,Potential Loyalists,0.18346249399636855,0.10528571428571429,0.0
CUST00251,33,10,116251.72,52,444,Champions,0.15241314520002341,0.12530000000000002,0.05357142857142857
CUST00252,109,2,45451.89,12,111,Hibernating,0.31219762197621975,0.0,0.0
CUST00253,5,6,77358.78,35,523,Potential Loyalists,0.15431722017220176,0.01916666666666667,0.0
CUST00254,230,5,34312.06,21,111,Hibernating,0.4153583501435014,0.0862,0.0
CUST00255,70,9,125182.34,50,244,At Risk,0.1998410824108241,0.12444444444444445,0.0
CUST00256,28,11,124120.93000000001,65,454,Champions,0.1355041097320064,0.16654545454545455,0.0
CUST00257,64,12,164669.48,77,355,Loyal Customers,0.1559028572285723,0.08483333333333333,0.04878048780487805
CUST00258,143,9,103756.32,51,144,At Risk,0.27466583025830255,0.097,0.0
CUST00259,1,4,30769.550000000003,17,511,Potential Loyalists,0.19069122181221812,0.15425,0.0
CUST00260,58,9,113373.65000000001,47,344,Loyal Customers,0.18774642066420663,0.10400000000000001,0.04
CUST00261,158,4,70668.89,31,112,Hibernating,0.3566528443102613,0.11699999999999999,0.030303030303030304
CUST00262,15,6,108949.96,33,524,Potential Loyalists,0.1713227716277163,0.034666666666666665,0.05555555555555555
CUST00263,30,7,38709.44,32,421,Potential Loyalists,0.1737306226205119,0.05985714285714285,0.0
CUST00264,159,6,36874.450000000004,17,121,Hibernating,0.32881426814268144,0.09999999999999999,0.0
CUST00265,109,8,89164.48,45,133,At Risk,0.2500014163024609,0.078625,0.02127659574468085
CUST00266,213,3,9090.47,19,111,Hibernating,0.4252669126691267,0.11666666666666665,0.0
CUST00267,16,6,46827.6,17,521,Potential Loyalists,0.18115896420016833,0.10966666666666668,0.05263157894736842
CUST00268,46,6,73484.01,42,322,Need Attention,0.20690994073577101,0.07666666666666666,0.022727272727272728
CUST00269,85,10,165485.72999999998,69,245,At Risk,0.20328551169619807,0.0852,0.05405405405405406
CUST00270,12,11,134624.67,84,555,Champions,0.11410141897406434,0.11554545454545456,0.022988505747126436
CUST00271,80,6,73219.54000000001,41,222,Hibernating,0.24945552275522756,0.1431666666666667,0.0
CUST00272,118,5,45962.12,23,111,Hibernating,0.3032668405084051,0.07680000000000001,0.1111111111111111
CUST00273,95,10,61458.88,25,242,At Risk,0.2057142943829438,0.0523,0.0
CUST00274,510,1,19332.53,7,111,Hibernating,0.7624231242312421,0.0,0.1111111111111111
CUST00275,107,8,125638.14,45,234,At Risk,0.23925906724067242,0.021124999999999998,0.0
CUST00276,117,7,121627.7,45,124,Hibernating,0.2689559679025362,0.07757142857142858,0.0
CUST00277,36,9,92696.47,40,443,Loyal Customers,0.16840519736106452,0.12022222222222223,0.06818181818181818
CUST00278,30,7,130998.4,46,424,Potential Loyalists,0.1753502144572466,0.046142857142857145,0.04081632653061224
CUST00279,2,6,88878.04000000001,38,523,Potential Loyalists,0.1571068880688807,0.06916666666666667,0.0
CUST00280,14,13,145654.53,67,555,Champions,0.08816299059693894,0.08153846153846155,0.02857142857142857
CUST00281,103,7,158329.97,65,225,Hibernating,0.25687156094418084,0.10171428571428573,0.0
CUST00282,84,9,126657.44,48,244,At Risk,0.21803988712828304,0.12511111111111112,0.0392156862745098
CUST00283,84,12,163867.89,72,255,At Risk,0.18116371330740333,0.14049999999999999,0.013513513513513514
